contestant_name,age,hometown,profession,industry,num_season,finish,winner,gender,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,state,country,region,birthdate,astrological_sign,num_boot,initial-tribe,tribe_color
Dan Kay,32,"Boston,  MA",Attorney,"Law, Public Safety, Military",17,11,0,M,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,6/30/76,Cancer,8,Fang,Red
Marcus Lehman,28,"Atlanta,  GA",Doctor,Healthcare & Wellness,17,10,0,M,0,0,1,1,0,0,0,1,Georgia,US,South,10/3/79,Libra,9,Kota,Yellow
Charlie Herschel,29,"New York,  NY",Attorney,"Law, Public Safety, Military",17,9,0,M,0,0,0,0,1,0,1,1,New York,US,Northeast,5/12/79,Taurus,10,Kota,Yellow
Randy Bailey,49,"Eagle Rock,  MO",Wedding Videographer,"Arts, Media, Entertainment",17,8,0,M,0,0,0,0,0,0,0,1,Missouri,US,Midwest,3/31/59,Aries,11,Fang,Red
Corinne Kaplan,29,"Los Angeles,  CA",Pharmaceutical Saleswoman,"Advertising, Marketing, Sales",17,7,0,F,0,0,0,0,1,0,0,1,California,US,West,1/17/79,Capricorn,12,Kota,Yellow
Crystal Cox,29,"Durham,  NC",Olympic Gold Medalist,"Sports, Fitness, Recreation",17,6,0,F,1,0,0,1,0,0,0,1,North Carolina,US,South,3/28/79,Aries,13,Fang,Red
Ken Hoang,22,"Westminster,  CA",Professional Gamer,"Sports, Fitness, Recreation",17,5,0,M,0,1,0,1,0,0,0,1,California,US,West,10/10/85,Libra,14,Fang,Red
Matty Whitmore,29,"Pacific Palisades,  CA",Personal Trainer,"Sports, Fitness, Recreation",17,4,0,M,0,0,0,0,0,0,0,1,California,US,West,12/18/78,Sagittarius,15,Fang,Red
Sugar Kiper,29,"Brooklyn,  NY",Pin-Up Model,"Arts, Media, Entertainment",17,3,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,2/22/79,Pisces,16,Kota,Yellow
Susie Smith,47,"Charles City,  IA",Hairdresser,Retail and Consumer Services,17,2,0,F,0,0,1,1,0,0,0,1,Iowa,US,Midwest,10/24/60,Scorpio,17,Fang,Red
Bob Crowley,57,"Portland,  ME",Physics Teacher,Education,17,1,1,M,0,0,0,0,0,0,0,1,Maine,US,Northeast,2/25/51,Pisces,18,Kota,Yellow
Carolina Eastwood,26,"West Hollywood,  CA",Bartender,Food and Hospitality,18,16,0,F,0,0,1,1,0,0,0,1,California,US,West,10/27/81,Scorpio,1,Jalapao,Red
Candace Smith,31,"Dayton,  OH",Attorney,"Law, Public Safety, Military",18,15,0,F,1,0,0,1,0,0,0,1,Ohio,US,Midwest,2/1/77,Aquarius,2,Timbira,Black
Jerry Sims,49,"Rock Hill,  SC",U.S. Army Sergeant,"Law, Public Safety, Military",18,14,0,M,1,0,0,1,0,0,0,1,South Carolina,US,South,5/18/59,Taurus,3,Timbira,Black
Sandy Burgin,53,"Louisville,  KY",Bus Driver,Transportation & Logistics,18,13,0,F,0,0,0,0,0,0,0,1,Kentucky,US,Midwest,7/1/55,Cancer,4,Jalapao,Red
Spencer Duhm,19,"Lakeland,  FL",Student,Education,18,12,0,M,0,0,0,0,0,0,1,1,Florida,US,South,12/20/89,Sagittarius,5,Jalapao,Red
Sydney Wheeler,24,"Raleigh,  NC",Model,"Arts, Media, Entertainment",18,11,0,F,0,0,0,0,0,0,0,1,North Carolina,US,South,5/11/84,Taurus,6,Jalapao,Red
Joe Dowdle,26,"Austin,  TX",Real Estate Salesman,"Advertising, Marketing, Sales",18,10,0,M,0,0,0,0,0,0,0,1,Texas,US,South,6/29/82,Cancer,7,Jalapao,Red
Brendan Synnott,30,"New York,  NY",Entrepreneur,"Business, Finance, Administrative",18,9,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,9/28/78,Libra,8,Timbira,Black
Tyson Apostol,29,"Lindon,  UT",Professional Cyclist,"Sports, Fitness, Recreation",18,8,0,M,0,0,0,0,0,0,0,1,Utah,US,West,6/17/79,Gemini,9,Timbira,Black
Sierra Reed,23,"Los Angeles,  CA",Model,"Arts, Media, Entertainment",18,7,0,F,0,0,0,0,0,0,0,1,California,US,West,9/29/85,Libra,10,Timbira,Black
Debbie Beebe,46,"Auburn,  AL",School Principal,Education,18,6,0,F,0,0,0,0,0,0,0,1,Alabama,US,South,9/28/62,Libra,11,Timbira,Black
Coach Wade,37,"Bolivar,  MO",Soccer Coach/Musician,"Sports, Fitness, Recreation",18,5,0,M,0,0,0,0,0,0,0,1,Missouri,US,Midwest,9/18/71,Virgo,12,Timbira,Black
Taj Johnson-George,37,"Nashville,  TN",Former Pop Star,"Arts, Media, Entertainment",18,4,0,F,1,0,0,1,0,0,0,1,Tennessee,US,South,4/29/71,Taurus,13,Jalapao,Red
Erinn Lobdell,26,"Waukesha,  WI",Hairdresser,Retail and Consumer Services,18,3,0,F,0,0,0,0,0,0,0,1,Wisconsin,US,Midwest,10/21/82,Libra,14,Timbira,Black
Stephen Fishbach,29,"New York,  NY",Corporate Consultant,"Business, Finance, Administrative",18,2,0,M,0,0,0,0,1,0,0,1,New York,US,Northeast,1/24/79,Aquarius,15,Jalapao,Red
J.T. Thomas,24,"Samson,  AL",Cattle Rancher,Agriculture and Environment,18,1,1,M,0,0,0,0,0,0,0,1,Alabama,US,South,6/23/84,Cancer,16,Jalapao,Red
Marisa Calihan,26,"Cincinnati,  OH",Student,Education,19,20,0,F,0,0,0,0,0,0,0,1,Ohio,US,Midwest,7/26/83,Leo,1,Foa Foa,Yellow
Mike Borassi,62,"Marina del Rey,  CA",Personal Chef,Food and Hospitality,19,19,0,M,0,0,0,0,0,0,0,1,California,US,West,3/13/47,Pisces,2,Foa Foa,Yellow
Betsy Bolan,48,"Campton,  NH",Police Officer,"Law, Public Safety, Military",19,18,0,F,0,0,0,0,0,0,0,1,New Hampshire,US,Northeast,3/20/61,Pisces,3,Foa Foa,Yellow
Ben Browning,28,"Los Angeles,  CA",Bar Manager,Food and Hospitality,19,17,0,M,0,0,0,0,0,0,0,1,California,US,West,8/28/80,Virgo,4,Foa Foa,Yellow
Yasmin Giles,33,"Los Angeles,  CA",Hairstylist,Retail and Consumer Services,19,16,0,F,1,0,0,1,0,0,0,1,California,US,West,8/29/75,Virgo,5,Galu,Purple
Ashley Trainer,22,"Maple Grove,  MN",Spa Saleswoman,"Advertising, Marketing, Sales",19,15,0,F,0,0,0,0,0,0,0,1,Minnesota,US,Midwest,2/27/87,Pisces,6,Foa Foa,Yellow
Russell Swan,42,"Glenside,  PA",Attorney,"Law, Public Safety, Military",19,14,0,M,1,0,0,1,0,0,0,1,Pennsylvania,US,Northeast,2/17/67,Aquarius,7,Galu,Purple
Liz Kim,33,"New York,  NY",Urban Planner,Real Estate & Construction,19,13,0,F,0,1,0,1,0,0,0,1,New York,US,Northeast,11/24/75,Sagittarius,8,Foa Foa,Yellow
Erik Cardona,28,"Ontario,  CA",Bartender,Food and Hospitality,19,12,0,M,0,0,1,1,0,0,0,1,California,US,West,4/13/81,Aries,9,Galu,Purple
Kelly Sharbaugh,25,"Los Angeles,  CA",Hairstylist,Retail and Consumer Services,19,11,0,F,0,0,0,0,0,0,0,1,California,US,West,12/26/83,Capricorn,10,Galu,Purple
Laura Morett,39,"Salem,  OR",Office Manager,"Business, Finance, Administrative",19,10,0,F,0,0,0,0,0,0,0,1,Oregon,US,West,7/30/69,Leo,11,Galu,Purple
John Fincher,25,"Los Angeles,  CA",Rocket Scientist,"Science, Technology, Engineering, Energy",19,9,0,M,0,0,1,1,0,0,0,1,California,US,West,8/16/83,Leo,12,Galu,Purple
Dave Ball,38,"Los Angeles,  CA",Fitness Instructor,"Sports, Fitness, Recreation",19,8,0,M,0,0,0,0,0,0,0,1,California,US,West,8/13/70,Leo,13,Galu,Purple
Monica Padilla,25,"San Diego,  CA",Law Student,Education,19,7,0,F,0,0,1,1,0,0,0,1,California,US,West,7/14/84,Cancer,14,Galu,Purple
Shambo Waters,45,"Renton,  WA",Saleswoman,"Advertising, Marketing, Sales",19,6,0,F,0,0,0,0,0,0,1,1,Washington,US,West,4/25/64,Taurus,15,Galu,Purple
Jaison Robinson,28,"Chicago,  IL",Law Student,Education,19,5,0,M,1,0,0,1,0,0,0,1,Illinois,US,Midwest,9/25/80,Libra,16,Foa Foa,Yellow
Brett Clouser,23,"Los Angeles,  CA",T-shirt Designer,"Arts, Media, Entertainment",19,4,0,M,0,0,0,0,0,0,0,1,California,US,West,12/27/85,Capricorn,17,Galu,Purple
Mick Trimming,33,"Los Angeles,  CA",Doctor,Healthcare & Wellness,19,3,0,M,0,0,0,0,0,0,0,1,California,US,West,5/10/76,Taurus,18,Foa Foa,Yellow
Russell Hantz,36,"Dayton,  TX",Oil Company Owner,"Science, Technology, Engineering, Energy",19,2,0,M,0,0,0,0,0,0,0,1,Texas,US,South,10/10/72,Libra,19,Foa Foa,Yellow
Natalie White,26,"Van Buren,  AR",Pharmaceutical Saleswoman,"Advertising, Marketing, Sales",19,1,1,F,0,0,0,0,0,0,0,1,Arkansas,US,South,4/22/83,Taurus,20,Foa Foa,Yellow
Sugar Kiper,30,"Los Angeles,  CA",Pin-Up Model,"Arts, Media, Entertainment",20,20,0,F,0,0,0,0,0,0,0,2,California,US,West,2/22/79,Pisces,1,Heroes,Blue
Stephenie LaGrossa,29,"Philadelphia,  PA",Pharmaceutical Sales Representative,"Advertising, Marketing, Sales",20,19,0,F,0,0,0,0,0,0,0,3,Pennsylvania,US,Northeast,12/6/79,Sagittarius,2,Heroes,Blue
Randy Bailey,50,"Eagle Rock,  MO",Wedding Videographer,"Arts, Media, Entertainment",20,18,0,M,0,0,0,0,0,0,0,2,Missouri,US,Midwest,3/31/59,Aries,3,Villains,Red
Cirie Fields,39,"Norwalk,  CT",Nurse,Healthcare & Wellness,20,17,0,F,1,0,0,1,0,0,0,3,Connecticut,US,Northeast,7/18/70,Cancer,4,Heroes,Blue
Tom Westman,45,"Sayville,  NY",Motivational Speaker,"Arts, Media, Entertainment",20,16,0,M,0,0,0,0,0,0,0,2,New York,US,Northeast,1/4/64,Capricorn,5,Heroes,Blue
Tyson Apostol,29,"Lindon,  UT",Former Professional Cyclist,"Sports, Fitness, Recreation",20,15,0,M,0,0,0,0,0,0,0,2,Utah,US,West,6/17/79,Gemini,6,Villains,Red
James Clement,32,"Lafayette,  LA",Gravedigger,End-of-life Services,20,14,0,M,1,0,0,1,0,0,0,3,Louisiana,US,South,3/9/77,Pisces,7,Heroes,Blue
Rob Mariano,33,"Pensacola,  FL",Construction Worker,Real Estate & Construction,20,13,0,M,0,0,0,0,0,0,0,3,Florida,US,South,12/25/75,Capricorn,8,Villains,Red
Coach Wade,38,"Los Angeles,  CA",Soccer Coach/Musician,"Sports, Fitness, Recreation",20,12,0,M,0,0,0,0,0,0,0,2,California,US,West,9/18/71,Virgo,9,Villains,Red
Courtney Yates,29,"New York,  NY",Waitress,Food and Hospitality,20,11,0,F,0,0,0,0,0,0,0,2,New York,US,Northeast,3/26/81,Aries,10,Villains,Red
J.T. Thomas,25,"Samson,  AL",Cattle Rancher,Agriculture and Environment,20,10,0,M,0,0,0,0,0,0,0,2,Alabama,US,South,6/23/84,Cancer,11,Heroes,Blue
Amanda Kimmel,25,"Los Angeles,  CA",Aspiring Designer,"Arts, Media, Entertainment",20,9,0,F,0,0,0,0,0,0,0,3,California,US,West,8/3/84,Leo,12,Heroes,Blue
Candice Cody,27,"Washington,  DC",Physician,Healthcare & Wellness,20,8,0,F,0,0,0,0,0,0,0,2,District of Columbia,US,Northeast,11/12/82,Scorpio,13,Heroes,Blue
Danielle DiLorenzo,28,"Pompano Beach,  FL",Medical Sales Representative,"Advertising, Marketing, Sales",20,7,0,F,0,0,0,0,0,0,0,2,Florida,US,South,6/3/81,Gemini,14,Villains,Red
Rupert Boneham,45,"Indianapolis,  IN",Troubled Teens Mentor,"Nonprofit, Social, Religious",20,6,0,M,0,0,0,0,0,0,0,3,Indiana,US,Midwest,1/27/64,Aquarius,15,Heroes,Blue
Colby Donaldson,35,"Dallas,  TX",Actor,"Arts, Media, Entertainment",20,5,0,M,0,0,0,0,0,0,0,3,Texas,US,South,4/1/74,Aries,16,Heroes,Blue
Jerri Manthey,38,"Los Angeles,  CA",Actress,"Arts, Media, Entertainment",20,4,0,F,0,0,0,0,0,0,0,3,California,US,West,9/5/70,Virgo,17,Villains,Red
Russell Hantz,36,"Dayton,  TX",Oil Company Owner,"Science, Technology, Engineering, Energy",20,3,0,M,0,0,0,0,0,0,0,2,Texas,US,South,10/10/72,Libra,18,Villains,Red
Parvati Shallow,27,"Los Angeles,  CA",Charity Organizer,"Nonprofit, Social, Religious",20,2,0,F,0,0,0,0,0,0,1,3,California,US,West,9/21/82,Virgo,19,Villains,Red
Sandra Diaz-Twine,35,"Fayetteville,  NC",Office Assistant,"Business, Finance, Administrative",20,1,1,F,0,0,1,1,0,0,0,2,North Carolina,US,South,7/30/74,Leo,20,Villains,Red
Wendy DeSmidt-Kohlhoff,48,"Fromberg,  MT",Goat Rancher,Agriculture and Environment,21,20,0,F,0,0,0,0,0,0,0,1,Montana,US,West,12/13/61,Sagittarius,1,Espada,Blue
Shannon Elkins,30,"Lafayette,  LA",Pest Control Company Owner,Agriculture and Environment,21,19,0,M,0,0,0,0,0,0,0,1,Louisiana,US,South,12/4/79,Sagittarius,2,La Flor,Yellow
Jimmy Johnson,67,"Islamorada,  FL",Former NFL Coach,"Sports, Fitness, Recreation",21,18,0,M,0,0,0,0,0,0,0,1,Florida,US,South,7/16/43,Cancer,3,Espada,Blue
Jimmy Tarantino,48,"Gloucester,  MA",Commercial Fisherman,Agriculture and Environment,21,17,0,M,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,9/7/62,Virgo,4,Espada,Blue
Tyrone Davis,42,"Inglewood,  CA",Firefighter,"Law, Public Safety, Military",21,16,0,M,1,0,0,1,0,0,0,1,California,US,West,9/24/67,Libra,5,Espada,Blue
Kelly Bruno,26,"Durham,  NC",Medical Student,Education,21,15,0,F,0,0,0,0,0,0,0,1,North Carolina,US,South,3/23/84,Aries,6,La Flor,Yellow
Yve Rojas,41,"Kansas City,  MO",Homemaker,Childcare/Domestic,21,14,0,F,0,0,1,1,0,0,0,1,Missouri,US,Midwest,3/9/69,Pisces,7,Espada,Blue
Jill Behm,43,"Erie,  PA",ER Doctor,Healthcare & Wellness,21,13,0,F,0,0,0,0,0,0,0,1,Pennsylvania,US,Northeast,1/18/67,Capricorn,8,Espada,Blue
Alina Wilson,23,"Downey,  CA",Art Student,Education,21,12,0,F,0,0,0,0,0,0,0,1,California,US,West,2/20/87,Pisces,9,La Flor,Yellow
Marty Piombo,48,"Mill Valley,  CA",Technology Executive,"Science, Technology, Engineering, Energy",21,11,0,M,0,0,0,0,0,0,0,1,California,US,West,11/11/61,Scorpio,10,Espada,Blue
Brenda Lowe,27,"Miami,  FL",Paddleboard Company Owner,"Sports, Fitness, Recreation",21,10,0,F,0,1,1,1,0,0,0,1,Florida,US,South,11/3/82,Scorpio,11,La Flor,Yellow
NaOnka Mixon,27,"Los Angeles,  CA",P.E. Teacher,Education,21,9,0,F,1,0,0,1,0,0,0,1,California,US,West,2/17/83,Aquarius,12,La Flor,Yellow
Kelly Shinn,20,"Mesa,  AZ",Nursing Student,Education,21,8,0,F,0,0,0,0,0,0,0,1,Arizona,US,West,5/5/90,Taurus,13,La Flor,Yellow
Benry Henry,24,"Los Angeles,  CA",Club Promoter,"Arts, Media, Entertainment",21,7,0,M,0,0,0,0,0,0,0,1,California,US,West,6/25/86,Cancer,14,La Flor,Yellow
Jane Bright,56,"Jackson Springs,  NC",Dog Trainer,Agriculture and Environment,21,6,0,F,0,0,0,0,0,0,0,1,North Carolina,US,South,12/13/53,Sagittarius,15,Espada,Blue
Dan Lembo,63,"Watermill,  NY",Real Estate Executive,Real Estate & Construction,21,5,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,10/7/46,Libra,16,Espada,Blue
Holly Hoffman,44,"Eureka,  SD",Swim Coach,"Sports, Fitness, Recreation",21,4,0,F,0,0,0,0,0,0,0,1,South Dakota,US,Midwest,3/15/66,Pisces,17,Espada,Blue
Sash Lenahan,30,"New York,  NY",Real Estate Broker,Real Estate & Construction,21,3,0,M,1,0,0,1,0,0,0,1,New York,US,Northeast,11/22/79,Sagittarius,18,La Flor,Yellow
Chase Rice,24,"Fairview,  NC",Professional Racecar Jackman,Trades & Manufacturing,21,2,0,M,0,0,0,0,0,0,0,1,North Carolina,US,South,9/19/85,Virgo,19,La Flor,Yellow
Fabio Birza,21,"Venice,  CA",Student,Education,21,1,1,M,0,0,0,0,0,0,0,1,California,US,West,6/12/89,Gemini,20,La Flor,Yellow
Francesca Hogi,36,"Washington,  DC",Attorney,"Law, Public Safety, Military",22,18,0,F,1,0,0,1,0,0,0,1,District of Columbia,US,Northeast,11/3/74,Scorpio,1,Ometepe,Orange
Russell Hantz,38,"Dayton,  TX",Oil Company Owner,"Science, Technology, Engineering, Energy",22,17,0,M,0,0,0,0,0,0,0,3,Texas,US,South,10/10/72,Libra,2,Zapatera,Purple
Kristina Kell,46,"Malibu,  CA",Law Student,Education,22,16,0,F,0,0,0,0,0,0,0,1,California,US,West,12/26/64,Capricorn,3,Ometepe,Orange
Krista Klumpp,25,"Columbia,  SC",Pharmaceutical Representative,"Advertising, Marketing, Sales",22,15,0,F,0,0,0,0,0,0,0,1,South Carolina,US,South,7/27/85,Leo,4,Zapatera,Purple
Stephanie Valencia,26,"Long Beach,  CA",Waitress,Food and Hospitality,22,14,0,F,0,0,1,1,0,0,0,1,California,US,West,2/3/85,Aquarius,5,Zapatera,Purple
Sarita White,36,"Santa Monica,  CA",Visual Effects Producer,"Arts, Media, Entertainment",22,13,0,F,0,0,0,0,0,0,0,1,California,US,West,10/2/74,Libra,6,Zapatera,Purple
David Murphy,31,"West Hollywood,  CA",Defense Attorney,"Law, Public Safety, Military",22,12,0,M,0,0,0,0,0,0,0,1,California,US,West,7/16/79,Cancer,7,Zapatera,Purple
Julie Wolfe,50,"Oceanside,  CA",Firefighter,"Law, Public Safety, Military",22,11,0,F,0,0,0,0,0,0,0,1,California,US,West,5/11/60,Taurus,8,Zapatera,Purple
Steve Wright,51,"Huntington Beach,  CA",Ex-NFL Player,"Sports, Fitness, Recreation",22,10,0,M,0,0,0,0,0,0,0,1,California,US,West,4/8/59,Aries,9,Zapatera,Purple
Ralph Kiser,45,"Lebanon,  VA",Farmer,Agriculture and Environment,22,9,0,M,0,0,0,0,0,0,0,1,Virginia,US,South,10/27/65,Scorpio,10,Zapatera,Purple
Grant Mattos,29,"West Hollywood,  CA",Ex-NFL Player,"Sports, Fitness, Recreation",22,8,0,M,0,0,0,0,0,0,0,1,California,US,West,3/12/81,Pisces,11,Ometepe,Orange
Matt Elrod,22,"Nashville,  TN",Pre-Med Student,Education,22,7,0,M,0,0,0,0,0,0,0,1,Tennessee,US,South,10/2/88,Libra,12,Ometepe,Orange
Mike Chiesl,31,"Del Mar,  CA",Iraq War Veteran,"Law, Public Safety, Military",22,6,0,M,0,0,0,0,0,0,0,1,California,US,West,9/15/79,Virgo,13,Zapatera,Purple
Andrea Boehlke,21,"Random Lake,  WI",Student,Education,22,5,0,F,0,0,0,0,0,0,0,1,Wisconsin,US,Midwest,5/10/89,Taurus,14,Ometepe,Orange
Ashley Underwood,25,"Benton,  ME",Nurse,Healthcare & Wellness,22,4,0,F,0,0,0,0,0,0,0,1,Maine,US,Northeast,2/8/85,Aquarius,15,Ometepe,Orange
Natalie Tenerelli,19,"Acton,  CA",Professional Dancer,"Arts, Media, Entertainment",22,3,0,F,0,0,0,0,0,0,0,1,California,US,West,5/6/91,Taurus,16,Ometepe,Orange
Phillip Sheppard,52,"Santa Monica,  CA",Former Federal Agent?,"Law, Public Safety, Military",22,2,0,M,1,0,0,1,0,0,0,1,California,US,West,3/12/58,Pisces,17,Ometepe,Orange
Rob Mariano,34,"Pensacola,  FL",Construction Worker,Real Estate & Construction,22,1,1,M,0,0,0,0,0,0,0,4,Florida,US,South,12/25/75,Capricorn,18,Ometepe,Orange
Semhar Tadesse,24,"Los Angeles,  CA",Spoken Word Artist,"Arts, Media, Entertainment",23,18,0,F,1,0,0,1,0,0,0,1,California,US,West,9/12/86,Virgo,1,Savaii,Red
Mark Caruso,48,"Forest Hills,  NY",Retired NYPD Detective,"Law, Public Safety, Military",23,17,0,M,0,0,0,0,0,0,1,1,New York,US,Northeast,7/7/63,Cancer,2,Savaii,Red
Stacey Powell,44,"Grand Prairie,  TX",Mortician,End-of-life Services,23,16,0,F,1,0,0,1,0,0,0,1,Texas,US,South,11/21/67,Scorpio,3,Upolu,Blue
Elyse Umemoto,27,"Las Vegas,  NV",Dance Team Manager,"Arts, Media, Entertainment",23,15,0,F,0,1,1,1,0,0,0,1,Nevada,US,West,5/10/84,Taurus,4,Savaii,Red
Mikayla Wingle,22,"Tampa,  FL",Lingerie Football Player,"Sports, Fitness, Recreation",23,14,0,F,0,0,0,0,0,0,0,1,Florida,US,South,5/31/89,Gemini,5,Upolu,Blue
Christine Shields Markoski,39,"Merrick,  NY",Teacher,Education,23,13,0,F,0,0,1,1,0,0,0,1,New York,US,Northeast,6/17/71,Gemini,6,Upolu,Blue
Jim Rice,35,"Denver,  CO",Medical Marijuana Dispenser,Retail and Consumer Services,23,12,0,M,0,0,0,0,0,0,0,1,Colorado,US,West,9/14/75,Virgo,7,Savaii,Red
Keith Tollefson,26,"Edina,  MN",Water Treatment Technician,Trades & Manufacturing,23,11,0,M,0,0,0,0,0,0,0,1,Minnesota,US,Midwest,10/1/85,Libra,8,Savaii,Red
Dawn Meehan,41,"South Jordan,  UT",English Profressor,Education,23,10,0,F,0,0,0,0,0,0,0,1,Utah,US,West,6/29/70,Cancer,9,Savaii,Red
Whitney Duncan,26,"Nashville,  TN",Country Music Singer,"Arts, Media, Entertainment",23,9,0,F,0,0,0,0,0,0,0,1,Tennessee,US,South,8/3/84,Leo,10,Savaii,Red
John Cochran,24,"Washington,  D.C.",Harvard Law Student,Education,23,8,0,M,0,0,0,0,1,0,0,1,"Washington,  D.C.",US,South,1/17/87,Capricorn,11,Savaii,Red
Edna Ma,35,"Los Angeles,  CA",Anesthesiologist,Healthcare & Wellness,23,7,0,F,0,1,0,1,0,0,0,1,California,US,West,8/22/75,Leo,12,Upolu,Blue
Brandon Hantz,19,"Katy,  TX",Oil Tanker Crewman,"Science, Technology, Engineering, Energy",23,6,0,M,0,0,0,0,0,0,0,1,Texas,US,South,10/15/91,Libra,13,Upolu,Blue
Rick Nelson,51,"Aurora,  UT",Rancher,Agriculture and Environment,23,5,0,M,0,0,0,0,0,0,0,1,Utah,US,West,10/24/59,Scorpio,14,Upolu,Blue
Ozzy Lusth,30,"Venice,  CA",Photographer,"Arts, Media, Entertainment",23,4,0,M,0,0,1,1,0,0,1,3,California,US,West,8/23/81,Virgo,15,Savaii,Red
Albert Destrade,26,"Plantation,  FL",Baseball/Dating Coach,"Sports, Fitness, Recreation",23,3,0,M,1,0,1,1,0,0,0,1,Florida,US,South,3/31/85,Aries,16,Upolu,Blue
Coach Wade,39,"Susanville,  CA",Soccer Coach/Musician,"Sports, Fitness, Recreation",23,2,0,M,0,0,0,0,0,0,0,3,California,US,West,9/18/71,Virgo,17,Upolu,Blue
Sophie Clarke,22,"Willsboro,  NY",Medical Student,Education,23,1,1,F,0,0,0,0,0,0,0,1,New York,US,Northeast,7/10/89,Cancer,18,Upolu,Blue
Kourtney Moon,29,"Austin,  TX",Motorcycle Repairwoman,Trades & Manufacturing,24,18,0,F,0,0,0,0,0,0,0,1,Texas,US,South,2/27/82,Pisces,1,Salani,Blue
Nina Acosta,51,"Clovis,  CA",Retired LAPD Officer,"Law, Public Safety, Military",24,17,0,F,0,0,0,0,0,0,0,1,California,US,West,4/3/60,Aries,2,Salani,Blue
Matt Quinlan,33,"San Francisco,  CA",Attorney,"Law, Public Safety, Military",24,16,0,M,0,0,0,0,0,0,0,1,California,US,West,4/5/78,Aries,3,Manono,Orange
Bill Posley,28,"Venice,  CA",Stand-Up Comedian,"Arts, Media, Entertainment",24,15,0,M,1,0,0,1,0,0,1,1,California,US,West,9/28/83,Libra,4,Manono,Orange
Monica Culpepper,41,"Tampa,  FL",Ex-NFL Player's Wife,"Sports, Fitness, Recreation",24,14,0,F,0,0,0,0,0,0,0,1,Florida,US,South,6/15/70,Gemini,5,Salani,Blue
Colton Cumbie,21,"Monroeville,  AL",Student,Education,24,13,0,M,0,0,0,0,0,0,1,1,Alabama,US,South,11/22/90,Sagittarius,6,Manono,Orange
Jonas Otsuji,37,"Lehi,  UT",Sushi Chef,Food and Hospitality,24,12,0,M,0,1,0,1,0,0,0,1,Utah,US,West,3/25/74,Aries,7,Manono,Orange
Michael Jefferson,30,"Seattle,  WA",Banker,"Business, Finance, Administrative",24,11,0,M,0,0,0,0,0,0,0,1,Washington,US,West,8/29/81,Virgo,8,Manono,Orange
Jay Byars,25,"Gaffney,  SC",Model,"Arts, Media, Entertainment",24,10,0,M,0,0,0,0,0,0,0,1,South Carolina,US,South,11/5/86,Scorpio,9,Manono,Orange
Leif Manson,27,"San Diego,  CA",Phlebotomist,Healthcare & Wellness,24,9,0,M,0,0,0,0,0,0,0,1,California,US,West,2/1/84,Aquarius,10,Manono,Orange
Troyzan Robertson,50,"Miami,  FL",Swimsuit Photographer,"Arts, Media, Entertainment",24,8,0,M,0,0,0,0,0,0,0,1,Florida,US,South,7/30/61,Leo,11,Manono,Orange
Kat Edorsson,22,"Orlando,  FL",Timeshare Representative,"Advertising, Marketing, Sales",24,7,0,F,0,0,0,0,0,0,0,1,Florida,US,South,6/22/89,Cancer,12,Salani,Blue
Tarzan Smith,64,"Houston,  TX",Plastic Surgeon,Healthcare & Wellness,24,6,0,M,0,0,0,0,0,0,0,1,Texas,US,South,12/12/47,Sagittarius,13,Manono,Orange
Alicia Rosa,25,"Chicago,  IL",Special Education Teacher,Education,24,5,0,F,0,0,1,1,0,0,0,1,Illinois,US,Midwest,1/11/87,Capricorn,14,Salani,Blue
Christina Cha,29,"West Hollywood,  CA",Career Consultant,"Business, Finance, Administrative",24,4,0,F,0,1,0,1,0,0,0,1,California,US,West,9/26/82,Libra,15,Salani,Blue
Chelsea Meissner,26,"Charleston,  SC",Medical Saleswoman,"Advertising, Marketing, Sales",24,3,0,F,0,0,0,0,0,0,0,1,South Carolina,US,South,6/13/85,Gemini,16,Salani,Blue
Sabrina Thompson,33,"Brooklyn,  NY",High School Teacher,Education,24,2,0,F,1,0,0,1,0,0,0,1,New York,US,Northeast,3/6/78,Pisces,17,Salani,Blue
Kim Spradlin-Wolfe,29,"San Antonio,  TX",Bridal Shop Owner,Retail and Consumer Services,24,1,1,F,0,0,0,0,0,0,0,1,Texas,US,South,1/30/83,Aquarius,18,Salani,Blue
Zane Knight,28,"Danville,  VA",Tire Repairman,Trades & Manufacturing,25,18,0,M,0,0,0,0,0,0,0,1,Virginia,US,South,2/20/84,Pisces,1,Matsing,Blue
Roxy Morris,28,"Brooklyn,  NY",Seminary Student,Education,25,17,0,F,1,0,0,1,0,0,0,1,New York,US,Northeast,6/3/84,Gemini,2,Matsing,Blue
Angie Layton,20,"Provo,  UT",Model/Student,Education,25,16,0,F,0,0,0,0,0,0,0,1,Utah,US,West,10/8/91,Libra,3,Matsing,Blue
Russell Swan,45,"Glenside,  PA",Attorney,"Law, Public Safety, Military",25,15,0,M,1,0,0,1,0,0,0,2,Pennsylvania,US,Northeast,2/17/67,Aquarius,4,Matsing,Blue
