contestant_name,age,hometown,profession,num_season,finish,winner,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,country,birthdate,num_boot,initial-tribe,"industry_Advertising, Marketing, Sales",industry_Agriculture and Environment,"industry_Arts, Media, Entertainment","industry_Business, Finance, Administrative",industry_Childcare/Domestic,industry_Education,industry_End-of-life Services,industry_Food and Hospitality,industry_Healthcare & Wellness,"industry_Law, Public Safety, Military","industry_Nonprofit, Social Services, Religious","industry_Nonprofit, Social, Religious",industry_Real Estate & Construction,industry_Retail and Consumer Services,"industry_Science, Technology, Engineering, Energy","industry_Sports, Fitness, Recreation",industry_Trades & Manufacturing,industry_Transportation & Logistics,gender_F,gender_M,gender_N,state_Alabama,state_Arizona,state_Arkansas,state_British Columbia,state_California,state_Colorado,state_Connecticut,state_Delaware,state_District of Columbia,state_Florida,state_Georgia,state_Hawaii,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Kansas,state_Kentucky,state_Louisiana,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Mississippi,state_Missouri,state_Montana,state_Nebraska,state_Nevada,state_New Hampshire,state_New Jersey,state_New York,state_North Carolina,state_Ohio,state_Oklahoma,state_Ontario,state_Oregon,state_Pennsylvania,state_Puerto Rico,state_Quebec,state_Rhode Island,state_Saskatchewan ,state_South Carolina,state_South Dakota,state_Tennessee,state_Texas,state_Utah,state_Vermont,state_Virginia,state_Washington,"state_Washington,  D.C.",state_Wisconsin,state_Wyoming,region_Canada,region_Caribbean,region_Midwest,region_Northeast,region_Pacific,region_South,region_West,astrological_sign_Aquarius,astrological_sign_Aries,astrological_sign_Cancer,astrological_sign_Capricorn,astrological_sign_Gemini,astrological_sign_Leo,astrological_sign_Libra,astrological_sign_Pisces,astrological_sign_Sagittarius,astrological_sign_Scorpio,astrological_sign_Taurus,astrological_sign_Virgo,tribe_color_Black,tribe_color_Blue,tribe_color_Brown,tribe_color_Green,tribe_color_Orange,tribe_color_Pink,tribe_color_Purple,tribe_color_Red,tribe_color_Yellow,industry,gender,state,region,astrological_sign,tribe_color
Michael Snow,44,"New York,  NY",Event Planner,26,11,0,0,0,0,0,0,0,1,1,US,8/30/68,10,Gota,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Arts, Media, Entertainment",M,New York,Northeast,Virgo,Orange
Phillip Sheppard,54,"Santa Monica,  CA",Software Sales,26,10,0,1,0,0,1,0,0,0,2,US,3/12/58,11,Bikal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Advertising, Marketing, Sales",M,California,West,Pisces,Purple
Malcolm Freberg,26,"Hermosa Beach,  CA",Bartender,26,9,0,0,0,0,0,0,0,0,2,US,5/7/87,12,Bikal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Food and Hospitality,M,California,West,Taurus,Purple
Reynold Toepfer,30,"San Francisco,  CA",Real Estate Salesman,26,8,0,0,0,0,0,0,0,0,1,US,10/6/82,13,Gota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Advertising, Marketing, Sales",M,California,West,Libra,Orange
Andrea Boehlke,23,"New York,  NY",Entertainment Host and Writer,26,7,0,0,0,0,0,0,0,0,2,US,5/10/89,14,Bikal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Arts, Media, Entertainment",F,New York,Northeast,Taurus,Purple
Brenda Lowe,30,"Miami,  FL",Paddleboard Company Owner,26,6,0,0,1,1,1,0,0,0,2,US,11/3/82,15,Bikal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Sports, Fitness, Recreation",F,Florida,South,Scorpio,Purple
Erik Reichenbach,27,"Santa Clarita,  CA",Comic Book Artist,26,5,0,0,0,0,0,0,0,0,2,US,11/27/85,16,Bikal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Arts, Media, Entertainment",M,California,West,Sagittarius,Purple
Eddie Fox,23,"East Brunswick,  NJ",Fireman/EMT,26,4,0,0,0,0,0,0,0,0,1,US,4/15/89,17,Gota,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Law, Public Safety, Military",M,New Jersey,Northeast,Aries,Orange
Sherri Biethman,41,"Boise,  ID",Fast Food Franchisee,26,2,0,0,0,0,0,0,0,0,1,US,9/9/71,19,Gota,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Business, Finance, Administrative",F,Idaho,West,Virgo,Orange
Dawn Meehan,42,"South Jordan,  UT",English professor,26,2,0,0,0,0,0,0,0,0,2,US,6/29/70,19,Gota,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Education,F,Utah,West,Cancer,Orange
John Cochran,25,"Washington,  D.C.",Harvard Law Student,26,1,1,0,0,0,0,1,0,0,2,US,1/17/87,20,Bikal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Education,M,"Washington,  D.C.",South,Capricorn,Purple
Rupert Boneham,49,"Indianapolis,  IN",Troubled Teens Mentor,27,20,0,0,0,0,0,0,0,0,4,US,1/27/64,1,Galang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Nonprofit, Social, Religious",M,Indiana,Midwest,Aquarius,Yellow
Colton Cumbie,22,"Monroeville,  AL",Student Teacher,27,19,0,0,0,0,0,0,0,1,2,US,11/22/90,2,Galang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Education,M,Alabama,South,Sagittarius,Yellow
Rachel Foulger,33,"Orem,  UT",Cocktail Waitress/Graphic Designer,27,18,0,0,0,0,0,0,0,0,1,US,7/28/79,3,Tadhana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Food and Hospitality,F,Utah,West,Leo,Red
Marissa Peterson,21,"Chapel Hill,  NC",Student,27,17,0,1,0,0,1,0,0,0,1,US,9/25/91,4,Tadhana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Education,F,North Carolina,South,Libra,Red
Candice Cody,30,"Washington,  D.C.",Physician,27,16,0,0,0,0,0,0,0,0,3,US,11/12/82,5,Galang,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Healthcare & Wellness,F,"Washington,  D.C.",South,Scorpio,Yellow
Brad Culpepper,44,"Tampa,  FL",Attorney/Retired NFL Player,27,15,0,0,0,0,0,0,0,0,1,US,5/8/69,6,Tadhana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Law, Public Safety, Military",M,Florida,South,Taurus,Red
Kat Edorsson,23,"Orlando,  FL",Full-Time Student/Sales,27,14,0,0,0,0,0,0,0,0,2,US,6/22/89,7,Galang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Education,F,Florida,South,Cancer,Yellow
John Cody,30,"Washington,  D.C.",Physician/Army Orthopedic Surgery Resident,27,13,0,0,0,0,0,0,0,0,1,US,5/12/83,8,Tadhana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Healthcare & Wellness,M,"Washington,  D.C.",South,Taurus,Red
Laura Boneham,44,"Indianapolis,  IN",Merchandiser,27,12,0,0,0,0,0,0,0,0,1,US,8/29/68,9,Tadhana,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Retail and Consumer Services,F,Indiana,Midwest,Virgo,Red
Aras Baskauskas,31,"Santa Monica,  CA",Musician,27,11,0,0,0,0,0,0,0,0,2,US,9/26/81,10,Galang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Arts, Media, Entertainment",M,California,West,Libra,Yellow
Vytas Baskauskas,33,"Santa Monica,  CA",Yoga Instructor/Math Professor,27,10,0,0,0,0,0,0,0,0,1,US,12/8/79,11,Tadhana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Education,M,California,West,Sagittarius,Red
Caleb Bankston,26,"Crossville,  AL",Post Office Manager/Farmer,27,9,0,0,0,0,0,0,0,1,1,US,3/26/87,12,Tadhana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Agriculture and Environment,M,Alabama,South,Aries,Red
Katie Collins,25,"New York,  NY",Hedge Fund Support,27,8,0,0,0,0,0,0,0,0,1,US,6/27/87,13,Tadhana,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Business, Finance, Administrative",F,New York,Northeast,Cancer,Red
Hayden Moss,27,"Tempe,  AZ",Real Estate,27,7,0,0,0,0,0,0,0,0,1,US,5/27/86,14,Tadhana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Real Estate & Construction,M,Arizona,West,Gemini,Red
Laura Morett,43,"Salem,  OR",Fitness Instructor,27,6,0,0,0,0,0,0,0,0,2,US,7/30/69,15,Galang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Sports, Fitness, Recreation",F,Oregon,West,Leo,Yellow
Ciera Eastin,24,"Salem,  OR",Cosmetology Student,27,5,0,0,0,0,0,0,0,0,1,US,3/5/89,16,Tadhana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Education,F,Oregon,West,Pisces,Red
Tina Wesson,52,"Knoxville,  TN",Motivational Speaker,27,4,0,0,0,0,0,0,0,0,3,US,12/26/60,17,Galang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Arts, Media, Entertainment",F,Tennessee,South,Capricorn,Yellow
Gervase Peterson,43,"Willingboro,  NJ",Cigar Lounge Owner,27,3,0,1,0,0,1,0,0,0,2,US,11/2/69,18,Galang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Business, Finance, Administrative",M,New Jersey,Northeast,Scorpio,Yellow
Monica Culpepper,42,"Tampa,  FL",Homemaker,27,2,0,0,0,0,0,0,0,0,2,US,6/15/70,19,Galang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Childcare/Domestic,F,Florida,South,Gemini,Yellow
Tyson Apostol,34,"Heber,  UT",Former Pro Cyclist/Shop Manager,27,1,1,0,0,0,0,0,0,0,3,US,6/17/79,20,Galang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Sports, Fitness, Recreation",M,Utah,West,Gemini,Yellow
David Samson,45,"Plantation,  FL",Miami Marlins President,28,18,0,0,0,0,0,1,0,0,1,US,2/26/68,1,Luzon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Sports, Fitness, Recreation",M,Florida,South,Pisces,Green
Garrett Adelstein,27,"Santa Monica,  CA",Professional Poker Player,28,17,0,0,0,0,0,1,0,0,1,US,5/16/86,2,Luzon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Sports, Fitness, Recreation",M,California,West,Taurus,Green
Brice Johnston,27,"Philadelphia,  PA",Social Worker,28,16,0,1,0,0,1,0,0,1,1,US,2/20/86,3,Solana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Nonprofit, Social, Religious",M,Pennsylvania,Northeast,Pisces,Purple
J'Tia Taylor,31,"Chicago,  IL",Nuclear Engineer,28,15,0,1,0,0,1,0,0,0,1,US,9/1/81,4,Luzon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Science, Technology, Engineering, Energy",F,Illinois,Midwest,Virgo,Green
Cliff Robinson,46,"Newark,  NJ",Former NBA All-Star,28,14,0,1,0,0,1,0,0,0,1,US,12/16/66,5,Aparri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Sports, Fitness, Recreation",M,New Jersey,Northeast,Sagittarius,Orange
Lindsey Ogle,29,"Kokomo,  IN",Hairstylist,28,13,0,0,0,0,0,0,0,0,1,US,9/4/83,6,Aparri,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Retail and Consumer Services,F,Indiana,Midwest,Virgo,Orange
Alexis Maxwell,21,"Addison,  IL",Student,28,12,0,0,0,1,1,0,0,0,1,US,3/17/92,7,Solana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Education,F,Illinois,Midwest,Pisces,Purple
Sarah Lacina,29,"Cedar Rapids,  IA",Police Officer,28,11,0,0,0,0,0,0,0,0,1,US,7/9/84,8,Aparri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Law, Public Safety, Military",F,Iowa,Midwest,Cancer,Orange
Morgan McLeod,21,"San Jose,  CA",Ex-NFL Cheerleader,28,10,0,0,0,0,0,0,0,0,1,US,7/9/92,9,Solana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Arts, Media, Entertainment",F,California,West,Cancer,Purple
LJ McKanas,34,"Boston,  MA",Horse Trainer,28,9,0,0,0,0,0,0,0,0,1,US,1/8/79,10,Solana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Agriculture and Environment,M,Massachusetts,Northeast,Capricorn,Purple
Jeremiah Wood,34,"Dobson,  NC",Male Model,28,8,0,0,0,0,0,0,0,0,1,US,6/15/79,11,Solana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Arts, Media, Entertainment",M,North Carolina,South,Gemini,Purple
